Country Name,Country Code,Indicator Name,Indicator Code,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Kuwait,KWT,Age dependency ratio (% of working-age population),SP.POP.DPND,39.92427684,38.34638443,37.13618483,36.16619253,35.18229538,34.10330363,33.87662134,33.34397876,32.75011562,32.32099693,32.09031154
Kuwait,KWT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.275,22.547,22.749,22.781,22.612,22.251,21.743,21.171,20.603,20.064,
Kuwait,KWT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,2.706,2.689,2.667,2.639,2.609,2.579,2.552,2.53,2.517,2.515,
Kuwait,KWT,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,6.75053504,5.72229665,5.57651137,3.74164532,7.98880945,5.21545319,5.76990192,5.76990192,5.76990192,5.76990192,
Kuwait,KWT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.65141463,73.72626829,73.81,73.90314634,74.00619512,74.11663415,74.2335122,74.35185366,74.46968293,74.58502439,
Kuwait,KWT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,27.02705002,,
Kyrgyzstan,KGZ,Age dependency ratio (% of working-age population),SP.POP.DPND,57.92263791,56.43009403,55.00165934,53.81874624,53.0021626,52.57364936,52.63452741,53.05278564,53.72529036,54.51602235,55.34822176
Kyrgyzstan,KGZ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.3,23.1,23.4,23.9,25.2,26.8,27.1,27.6,27.2,27.7,
Kyrgyzstan,KGZ,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.2,7.4,7.2,7.1,6.7,6.6,6.5,6.5,6.1,6.1,
Kyrgyzstan,KGZ,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,11.92432373,14.74129314,13.96844342,13.05960206,12.99204137,11.88696911,11.56241533,12.15141399,13.22084977,11.91937948,
Kyrgyzstan,KGZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.95609756,67.69512195,67.89512195,68.45121951,69.10243902,69.3,69.60243902,70.00243902,70.20243902,70.40243902,
Kyrgyzstan,KGZ,"School enrollment, tertiary (% gross)",SE.TER.ENRR,42.3311882,43.39702988,42.79534149,46.58518982,44.21347046,42.02531052,41.182621,,47.33388901,45.91783142,
Laos,LAO,Age dependency ratio (% of working-age population),SP.POP.DPND,79.12244217,76.86344119,74.62829664,72.45705646,70.40732791,68.51838642,67.24417999,65.90944741,64.64562451,63.59956711,62.81394297
Laos,LAO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,29.134,28.966,28.821,28.651,28.429,28.142,27.8,27.43,27.051,26.666,
Laos,LAO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.363,8.143,7.939,7.747,7.564,7.39,7.223,7.064,6.912,6.768,
Laos,LAO,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,4.14984285,6.95040549,5.79363759,5.95807731,8.78893153,5.22265078,3.61323754,3.44296158,3.44296158,3.44296158,
Laos,LAO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.7345122,62.28863415,62.82726829,63.34890244,63.85104878,64.33363415,64.79812195,65.2485122,65.6872439,66.11736585,
Laos,LAO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,7.821959972,9.005209923,11.50055981,13.25111961,16.22262955,16.35676003,17.41230965,17.07803917,18.14060974,17.29194069,
Latvia,LVA,Age dependency ratio (% of working-age population),SP.POP.DPND,46.89077339,47.14278513,47.31175669,47.48493194,47.76802779,48.20725154,48.91891951,49.65908974,50.43104221,51.26043917,52.1836352
Latvia,LVA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.8,10.3,10.9,11.2,10.3,9.4,9.1,9.8,10.2,10.9,
Latvia,LVA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,14.6,14.9,15,14.2,14,14.3,13.9,14.3,14.3,14.3,
Latvia,LVA,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,10.14995285,11.37362075,11.83810092,10.55233842,9.31161691,9.07618018,10.08457049,9.80509388,9.80509388,9.80509388,
Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.35609756,70.86585366,71.0195122,72.4195122,73.0804878,73.48292683,73.57560976,73.77804878,73.98292683,74.18780488,
Latvia,LVA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,78.87445068,78.95481873,77.97312927,77.14929199,76.58705902,70.43009186,67.284729,65.56070709,66.95487976,67.03972626,
Lebanon,LBN,Age dependency ratio (% of working-age population),SP.POP.DPND,54.73152182,53.42525898,51.77222498,49.93676909,48.32154349,47.31361863,46.94439875,46.94712686,47.23661389,47.469801,47.33769414
Lebanon,LBN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.021,13.453,13.127,13.047,13.198,13.534,13.982,14.453,14.87,15.192,
Lebanon,LBN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.879,4.796,4.731,4.684,4.651,4.629,4.612,4.596,4.579,4.562,
Lebanon,LBN,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,11.7990468,9.94847586,10.45103958,9.07177623,9.66311136,9.18652058,9.55777038,10.72474485,10.72474485,10.72474485,
Lebanon,LBN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.83258537,77.24670732,77.61590244,77.93917073,78.2194878,78.46536585,78.68985366,78.90846341,79.13370732,79.37309756,
Lebanon,LBN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,44.12300873,44.1002388,46.91810989,48.88137054,48.99388885,48.41205978,49.73828888,45.57901001,45.94596863,42.77283096,
Lesotho,LSO,Age dependency ratio (% of working-age population),SP.POP.DPND,79.53808548,77.91536769,76.42697787,75.03649933,73.6675959,72.31049014,71.12762664,69.99602553,68.95167864,68.04034185,67.26589284
Lesotho,LSO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,28.825,28.609,28.508,28.493,28.543,28.626,28.707,28.753,28.738,28.644,
Lesotho,LSO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,18.625,18.263,17.751,17.176,16.594,16.061,15.615,15.26,14.989,14.804,
Lesotho,LSO,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,6.71485195,7.76923077,10,9.83493976,11.03478261,13.20408163,14.47826087,13.12222222,12.82058824,13.08214286,
Lesotho,LSO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.65773171,44.14834146,44.88221951,45.7392439,46.63458537,47.48341463,48.2197561,48.836,49.33146341,49.70058537,
Lesotho,LSO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,3.673389912,3.881299973,,,,,,10.82299995,10.14830971,9.842200279,
Liberia,LBR,Age dependency ratio (% of working-age population),SP.POP.DPND,86.35549152,86.63597977,86.86841786,87.0495749,87.02231349,86.63408028,86.27681433,85.70089523,84.89950805,83.93230002,82.87271056
Liberia,LBR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,40.214,39.598,38.969,38.339,37.72,37.123,36.558,36.024,35.521,35.051,
Liberia,LBR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.109,11.434,10.79,10.232,9.782,9.443,9.2,9.013,8.845,8.684,
Liberia,LBR,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,13.284539,8.83047737,17.25022604,17.21096138,16.61061889,12.80275475,15.91986014,11.57961378,9.91608082,11.86425744,
Liberia,LBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.06617073,56.14187805,57.19119512,58.11246341,58.86565854,59.44129268,59.86434146,60.20436585,60.52039024,60.83441463,
Liberia,LBR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,9.298879623,,11.63856983,,,
Libya,LBY,Age dependency ratio (% of working-age population),SP.POP.DPND,50.24240863,49.70930719,49.47843455,49.46288266,49.47988719,49.40206479,50.12664429,50.75126078,51.28711413,51.81501757,52.37754765
Libya,LBY,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.462,22.638,22.761,22.806,22.754,22.586,22.295,21.9,21.425,20.887,
Libya,LBY,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.778,4.784,4.811,4.862,4.934,5.022,5.116,5.203,5.275,5.33,
Libya,LBY,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,5.78062486,5.27548711,4.81507197,3.70380054,4.09074219,4.33415097,6.42166824,7.9391271,4.9278207,4.9278207,
Libya,LBY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.471,71.63104878,71.73863415,71.78739024,71.78095122,71.73739024,71.68326829,71.64956098,71.65768293,71.71612195,
Libya,LBY,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,
Liechtenstein,LIE,Age dependency ratio (% of working-age population),SP.POP.DPND,,,,,,,,,,,
Liechtenstein,LIE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11,10.3,10,9.9,11.4,9.1,10.9,9.7,9.2,9.9,
Liechtenstein,LIE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.2,6.3,6.4,5.8,6.4,6.6,6.8,6.1,6.7,7.2,
Liechtenstein,LIE,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,,,,,,,,,,,
Liechtenstein,LIE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.66829268,80.94878049,81.29512195,82.68292683,81.5,81.84146341,81.79268293,82.38292683,82.26097561,82.26097561,
Liechtenstein,LIE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,29.81715965,31.62594032,36.7309494,34.4449501,36.01831055,43.67509842,42.49668121,,37.4887085,
Lithuania,LTU,Age dependency ratio (% of working-age population),SP.POP.DPND,49.0092145,48.70225252,48.36598756,48.04239872,47.78510363,47.62810827,47.9729984,48.38932211,48.8518381,49.38419843,50.06602969
Lithuania,LTU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.9,9.1,9.3,9.9,10.2,9.9,10,10.2,10.1,10.4,
Lithuania,LTU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,13.2,13.7,14.1,13.7,13.3,13.6,13.6,13.7,14,13.7,
Lithuania,LTU,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,11.62183701,12.59564294,12.86237951,12.62154685,12.22309434,11.88339255,12.25268725,12.05943164,12.52527772,13.36456215,
Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.25365854,71.05609756,70.9,71.81219512,72.91463415,73.26829268,73.56341463,73.86341463,73.91463415,73.96585366,
Lithuania,LTU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,80.37058258,81.86495972,82.56832886,85.1227417,88.46351624,85.66220856,80.76493073,77.23181915,71.96970367,68.53141022,
Luxembourg,LUX,Age dependency ratio (% of working-age population),SP.POP.DPND,49.35110386,48.67941741,47.98627404,47.32514879,46.7499005,46.2780753,45.68329755,45.12510455,44.60382641,44.12472571,43.70940115
Luxembourg,LUX,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.5,11.7,11.4,11.5,11.3,11.6,10.9,11.3,11.3,10.9,
Luxembourg,LUX,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.8,8,8.1,7.4,7.3,7.4,7.4,7.3,7,6.9,
Luxembourg,LUX,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,16.24484618,17.09941994,16.05075939,16.59295258,15.54905998,15.15210806,14.71364834,13.63881515,13.63881515,13.63881515,
Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.43170732,79.28780488,79.38292683,80.53902439,80.63658537,80.63170732,80.98780488,81.39268293,81.8,82.20731707,
Luxembourg,LUX,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,10.33119965,,10.61108017,,18.2751503,,19.40740967,,,
"Macao SAR, China",MAC,Age dependency ratio (% of working-age population),SP.POP.DPND,32.63514279,30.87333826,29.06368865,27.35913955,25.92255378,24.88110477,25.03419284,25.45587048,26.17045992,27.10820982,28.20867516
"Macao SAR, China",MAC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,7.806,8.096,8.511,8.999,9.52,10.032,10.501,10.913,11.256,11.514,
"Macao SAR, China",MAC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.813,4.789,4.769,4.756,4.751,4.754,4.762,4.774,4.787,4.801,
"Macao SAR, China",MAC,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,,,,,,,,,,,
"Macao SAR, China",MAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.64902439,78.85156098,79.0562439,79.26460976,79.47617073,79.69039024,79.9062439,80.12317073,80.33914634,80.55309756,
"Macao SAR, China",MAC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,63.5963707,62.41725922,58.74042892,58.08509064,62.3012886,61.78807068,63.98516083,56.03068924,62.59521103,69.35510254,
Macedonia,MKD,Age dependency ratio (% of working-age population),SP.POP.DPND,44.42904793,43.96789478,43.37091232,42.71382256,42.12180429,41.67134911,41.31566131,41.12216011,41.08529612,41.18101983,41.39453471
Macedonia,MKD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.706,11.455,11.264,11.141,11.084,11.083,11.121,11.175,11.222,11.253,
Macedonia,MKD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.353,8.487,8.623,8.753,8.876,8.99,9.096,9.197,9.297,9.395,
Macedonia,MKD,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,14.71681187,15.5049126,14.13685777,14.06175902,13.27942214,13.20467891,13.41337361,13.30669833,13.21230255,12.88853695,
Macedonia,MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.08890244,74.20673171,74.32295122,74.44639024,74.57895122,74.72263415,74.8745122,75.03126829,75.18704878,75.34239024,
Macedonia,MKD,"School enrollment, tertiary (% gross)",SE.TER.ENRR,29.31302071,28.91387939,35.25331879,40.3623085,40.84035873,39.19731903,,40.8461113,39.35074997,,
Madagascar,MDG,Age dependency ratio (% of working-age population),SP.POP.DPND,91.34342895,90.43553054,89.48036919,88.45430251,87.31303385,86.06409044,84.92768293,83.71954423,82.502573,81.35908019,80.33338854
Madagascar,MDG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,37.602,37.055,36.574,36.149,35.777,35.454,35.173,34.921,34.686,34.456,
Madagascar,MDG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.49,8.244,8.017,7.801,7.594,7.393,7.198,7.013,6.838,6.674,
Madagascar,MDG,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,12.28445994,13.15424267,14.670817,13.51258557,17.11762478,18.56151688,17.32428079,13.51079454,17.22073677,10.18389375,
Madagascar,MDG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.18729268,61.62436585,62.053,62.4827561,62.91817073,63.36173171,63.80741463,64.24665854,64.67390244,65.08560976,
Madagascar,MDG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2.829390049,2.989389896,3.337879896,3.243279934,3.438299894,3.60552001,4.005690098,4.085680008,4.245790005,,
Malawi,MWI,Age dependency ratio (% of working-age population),SP.POP.DPND,98.68738186,98.3954075,98.21035643,98.08657094,97.90518819,97.60016622,97.24775955,96.65478212,95.93636704,95.22118184,94.54637854
Malawi,MWI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,43.109,42.833,42.499,42.094,41.618,41.088,40.531,39.979,39.459,38.98,
Malawi,MWI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,14.942,14.022,13.069,12.126,11.222,10.385,9.635,8.969,8.384,7.885,
Malawi,MWI,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,19.99219356,20.03049522,13.25149579,19.93714616,18.51720963,20.12188586,20.68988973,22.09774352,16.76806522,16.76806522,
Malawi,MWI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.27592683,49.81697561,51.5124878,53.28736585,55.08236585,56.8362439,58.50012195,60.05029268,61.466,62.72163415,
Malawi,MWI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,0.469570011,0.488779992,0.482129991,,,0.692569971,0.797730029,,,,
Malaysia,MYS,Age dependency ratio (% of working-age population),SP.POP.DPND,54.70058771,53.19104916,51.68369906,50.23460919,48.93819164,47.80990096,46.93335078,46.32693778,45.39562002,45.02130805,44.736656
Malaysia,MYS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.971,17.498,17.171,16.954,16.828,16.773,16.765,16.783,16.805,16.811,
Malaysia,MYS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.498,4.547,4.597,4.644,4.689,4.73,4.771,4.815,4.865,4.921,
Malaysia,MYS,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,5.32250219,5.87803481,5.64192878,5.1527295,5.8901179,6.74730448,6.35886503,5.70728098,5.87616872,6.44961324,
Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.60060976,73.71143902,73.81826829,73.92607317,74.03841463,74.15778049,74.2867561,74.42331707,74.5675122,74.71829268,
Malaysia,MYS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,27.91556931,28.57946014,30.24230957,33.70891953,35.72172165,37.13811111,35.98220062,37.21253967,38.53282166,29.69786072,
Maldives,MDV,Age dependency ratio (% of working-age population),SP.POP.DPND,61.26389084,58.52585677,56.05367531,53.88866453,52.0700536,50.60364568,49.53374822,48.70951046,48.12804595,47.72735645,47.44842249
Maldives,MDV,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.536,20.599,20.77,21.003,21.247,21.449,21.561,21.565,21.447,21.195,
Maldives,MDV,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,3.749,3.651,3.594,3.575,3.588,3.624,3.668,3.711,3.743,3.76,
Maldives,MDV,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,17.79616725,14.09006698,12.27651104,18.49067961,16.82672223,14.38215107,16.61554951,19.25503431,22.87089278,26.59159495,
Maldives,MDV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.33234146,74.92685366,75.39970732,75.75953659,76.01865854,76.2004878,76.3375122,76.46234146,76.60260976,76.77282927,
Maldives,MDV,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,10.9584198,12.74713039,,,,,,,
Mali,MLI,Age dependency ratio (% of working-age population),SP.POP.DPND,98.10156659,98.6600315,99.05003236,99.29153537,99.36311807,99.2431347,99.98390064,100.3578188,100.45812,100.3874277,100.1835351
Mali,MLI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,47.929,47.641,47.287,46.875,46.409,45.895,45.338,44.748,44.138,43.52,
Mali,MLI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,14.827,14.143,13.493,12.899,12.374,11.917,11.519,11.155,10.805,10.46,
Mali,MLI,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,12.33765759,12.98408229,13.74137203,14.81370134,12.14200869,12.22612866,12.17793361,12.41679295,4.74362147,5.64283619,
Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.57970732,53.44680488,54.26192683,54.99514634,55.63343902,56.17980488,56.65468293,57.095,57.53519512,57.98626829,
Mali,MLI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,5.315690041,5.861680031,6.044390202,6.342350006,6.874780178,,,
Malta,MLT,Age dependency ratio (% of working-age population),SP.POP.DPND,47.53651568,46.88389016,46.5043819,46.49663978,46.94689666,47.84337783,48.28108247,48.87594588,49.5494509,50.20367422,50.78462835
Malta,MLT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.6,9.3,9.3,9.8,9.8,9.4,10,9.8,9.5,9.8,
Malta,MLT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.8,7.9,7.6,7.9,7.8,7.3,7.8,8.1,7.6,7.7,
Malta,MLT,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,14.19370511,14.28397948,13.30915837,12.11137513,12.54001033,12.70990619,15.77902276,15.63718885,15.63718885,15.63718885,
Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.3,79.43902439,79.79268293,79.63658537,80.24146341,81.39756098,80.74634146,80.74634146,81.74634146,81.74634146,
Malta,MLT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,34.79782867,32.76533127,36.20695877,35.38288879,39.34177017,41.77264023,44.34796143,45.53358078,45.68045044,45.08240891,
Marshall Islands,MHL,Age dependency ratio (% of working-age population),SP.POP.DPND,,,,,,,,,,,
Marshall Islands,MHL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,35,35,35,,,,31.23275157,,,,
Marshall Islands,MHL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,,,,,,,3.7,,,,
Marshall Islands,MHL,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,18.93271028,25.06122449,23.98909091,24.48252427,23.20380952,22.70480769,22.86111111,24.36952381,24.00867691,23.76062488,
Marshall Islands,MHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,
Marshall Islands,MHL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,42.86175156,,,
Mauritania,MRT,Age dependency ratio (% of working-age population),SP.POP.DPND,81.33554487,81.04697738,80.66050512,80.18706029,79.63979982,79.03129483,78.61028875,78.09078933,77.49518414,76.84119319,76.13809182
Mauritania,MRT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,36.825,36.495,36.146,35.781,35.402,35.012,34.612,34.207,33.801,33.399,
Mauritania,MRT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.176,9.052,8.913,8.764,8.608,8.454,8.306,8.17,8.05,7.947,
Mauritania,MRT,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,7.09420499,5.91202335,6.48940833,5.29287272,7.5854886,6.76698594,5.68634196,4.58019427,6.01028983,6.01028983,
Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.66036585,60.8837561,61.13973171,61.41773171,61.71073171,62.00617073,62.2924878,62.56017073,62.80270732,63.01658537,
Mauritania,MRT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2.926480055,3.303679943,3.748519897,3.833960056,3.908469915,4.434130192,4.809549809,5.200950146,5.465159893,,5.621729851
Mauritius,MUS,Age dependency ratio (% of working-age population),SP.POP.DPND,45.59258627,45.16666,44.33115724,43.32030445,42.48677853,41.98861275,41.38592423,41.06104496,40.91991549,40.79566492,40.61770867
Mauritius,MUS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,15.3,14.3,13.7,13.2,12.3,12,11.7,11.5,10.9,10.6,
Mauritius,MUS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7,7.4,6.9,7.2,7.4,7.3,7.3,7.4,7.5,7.7,
Mauritius,MUS,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,9.38288535,8.81728674,8.85502248,7.94728889,8.53124347,10.29367418,9.98643352,9.84821038,9.52140394,9.99251732,
Mauritius,MUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.43219512,72.43219512,72.57073171,72.57073171,72.88243902,72.96731707,73.26682927,73.86341463,74.01707317,74.19439024,
Mauritius,MUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,21.35074043,23.5989399,24.64356041,27.33684921,32.19430923,33.69181824,35.23477936,38.65996933,39.72568893,38.67412186,
Mexico,MEX,Age dependency ratio (% of working-age population),SP.POP.DPND,60.68691681,59.68442791,58.72712265,57.78927106,56.84293416,55.88661244,54.95563456,54.04011205,53.16796159,52.37575045,51.6816002
Mexico,MEX,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.869,21.454,21.065,20.702,20.36,20.036,19.723,19.414,19.104,18.79,
Mexico,MEX,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.584,4.59,4.603,4.622,4.647,4.675,4.705,4.735,4.763,4.789,
Mexico,MEX,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,12.04719401,11.18444417,11.33363628,10.64564422,11.38335512,11.5345302,11.35873486,11.46749923,11.58149111,11.58149111,
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.28209756,75.43878049,75.58792683,75.73246341,75.87741463,76.02678049,76.18565854,76.35409756,76.53265854,76.72185366,
Mexico,MEX,"School enrollment, tertiary (% gross)",SE.TER.ENRR,23.12034035,23.60796928,24.14298058,24.74860001,25.19285965,26.16643906,27.03764915,28.3074398,29.20858002,29.9409008,
"Micronesia, Fed. Sts.",FSM,Age dependency ratio (% of working-age population),SP.POP.DPND,74.83454611,73.58453376,72.33857609,71.10568813,69.90422959,68.76333491,67.19070624,65.74228257,64.4255616,63.29592718,62.40419148
"Micronesia, Fed. Sts.",FSM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,26.139,25.461,24.872,24.385,24.011,23.751,23.598,23.528,23.511,23.531,
"Micronesia, Fed. Sts.",FSM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.345,6.333,6.315,6.295,6.273,6.25,6.227,6.204,6.182,6.164,
"Micronesia, Fed. Sts.",FSM,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,19.08097166,18.26963351,18.80408971,19.79571984,18.92255892,18.62164741,19.10408531,17.76101985,20.39812855,21.22835718,
"Micronesia, Fed. Sts.",FSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.92436585,68.07419512,68.2204878,68.35926829,68.48953659,68.61226829,68.731,68.85070732,68.97339024,69.10107317,
"Micronesia, Fed. Sts.",FSM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,
Moldova,MDA,Age dependency ratio (% of working-age population),SP.POP.DPND,39.7474803,38.81778251,38.02027564,37.36732142,36.82098022,36.35712867,35.86052717,35.3395314,34.85127414,34.55151412,34.57382903
Moldova,MDA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.347,10.512,10.704,10.875,10.996,11.049,11.031,10.962,10.859,10.725,
Moldova,MDA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.99,12.045,12.045,11.981,11.857,11.696,11.531,11.397,11.321,11.311,
Moldova,MDA,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,11.27249265,11.74919328,11.7264454,12.97051287,13.39179278,13.77817178,13.61895569,13.76541115,13.07630647,13.31891989,
Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.67807317,67.89590244,68.20990244,68.63002439,69.14329268,69.70926829,70.27109756,70.7724878,71.17204878,71.45587805,
Moldova,MDA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,36.09843063,39.40245056,41.20458984,39.99850082,38.29285812,38.14535904,39.44804001,40.10863876,41.27716827,,
Mongolia,MNG,Age dependency ratio (% of working-age population),SP.POP.DPND,48.48866343,46.83399591,45.71535674,45.04300823,44.64615071,44.43823832,44.89443314,45.41455751,46.04499588,46.80481057,47.64877847
